Sentiment,Tweets
1,my bf has been so amazing these past few days making sure i have everything i need heâ€™s always taken care of me but heâ€™s really gone out of his way to make sure i donâ€™t die on him lmao
1,i want to disappear for a while
0,"I've got wine, my laptop and a DVR full of &quot;World's Dumbest...&quot;  This should be a fun evening "
0,On leave today.. taking care of the baby. He is going to be 8 months old 
0,SHAZZAM - Vivvid is 78!  Go Wemb 
1, i dont want mark walburgers and spaghetti explosion time ever lets stay peaceful and tweet me back thats all you have to do and the beef will disappear like an std after i cure you with my love robot ai forreal cametoparklawn iknow igothurt whatac robbiesigh
1,in a fuck it mood today and now iâ€™m currently in a tattoo shop i hate myself
1,iâ€™ve had a few encounters with certain pple who really only love to gossip or want to sit & just maliciously speak bad about someone & i am not with that i can help u hear u out & give my honest opinions but i am not going to sit up & talk endless shit with u respect it
0,@DHughesy wellywood (represent) 
1,if i donâ€™t sleep in the next minute iâ€™m gonna die so if this is my last tweet just know iâ€™m dead or asleep
0,"I just joined my first ever Battle over at BOTB, vote for me okay guys? "
0,"@yandle Aww, I wish I'd been looking out the window - or on the balcony doing something silly. "
0,"More tears, just watched Tru Confessions.  It's probably my favourite Shia LaBeouf movie ever   Everyone should watch this movie."
0,ADD ME ON MYSPACE!!!  myspace.com/LookThunder
1, youre feeling sorry for these invaders bcs theyre hispanic its well known that democrats have told them to come here that trump cant stop them criminal lawless dems have coached them on what to say when they get here but they dont want to live next door to them! 
1,not to get depressed on main but it stopped me from killing myself in january and it means the world to me and i love it more then anythign
1,"the consult for my top surgery has been booked and i want to be over the moon about it but today is a sad and angry day for the trans community i am outraged with you! we are people! trans people are people and we all deserve to be treated as suchâ€¼ï¸
wontbeerased"
0,@fudgegraphics Hope you had a fun time mate 
1,i cant i cant do this anymore jfc 
0,"@DonnieWahlberg Yessirrr! Don't give anyone that much power, do what makes you happy...that's why I'll be seeing you in da summah!! "
0,@NeraFarfalla I'm so glad to hear that. 
1,"â€œmy mom didnâ€™t let me get a mermaid dress cause my butt is too bigâ€

your life is so hard"
1, love n miss you hope you donâ€™t want me or yourself to die 
0,Talking to alicia about twitter 
0,"Busy times at Elstree Studios. New arrivals include, Murderland, Secret Diary of a call girl - Re-uniting the Rubins - Huge - Sainsburys "
1, they donâ€™t heck iâ€™m not sure i want to be here anymore under the conservative republican tyranny
1,"my favorite all time restaurant closed and i was going to go to it today and this is just the worst and theres no point in living anymore

alexa play despacito"
0,Cupcake heaven! http://ilovecupcakes.co.za/  check out the shop!  nice #design  (weird contact info popup tho)
0,@binmugahid hey! maybe they are creating their own Google street view 
0,"wants someone to listen to love songs, and think of me "
1, itâ€™s cute that you think â€œthe economy is doing greatâ€ this bubble is cracking and he and his worthless gop stooges added $ trillion to the nat debt but what do you care â€œiâ€™m doin awesomeâ€ is such a typical selfish person response honestly do better
0,@Lyanna I couldn't agree more 
1, didnt that last scene with xiao qi fighting just completely break your heart poor baby didnt deserve to die he just want to protect his fuyao jiejie
0,@Monica_Hughes heyyyyy missy! Welcome 
1," patient on online support group i donâ€™t want to give up but i fear i will if i have years of tapering and this just gets worse 

please no teary faces just because it makes me feel more hopeless"
0,wants to go out. dragonball evolution premiere tonight! 
0,I'm up; it's time for pain meds 
1,i donâ€™t actually think shiro will get any build up leading up to why he and roy are a couple my only guess is that they throw that in the very end in a montage of how everyoneâ€™s life ends up
1, there are thousands of others like me drug laws and mandatory minimum sentences meant for drug traffickers end up giving people like me huge disproportionate sentences or years and even life in my case i am happy to share any of my experience with you
1,love all out so you wonâ€™t regret anything in the end but yâ€™all this hurts thooo sakit na ending potcha huhu pero uwu this story is so nice luv it!! 
0,@hellhousemedia ok thank you for the modivation 
0,"Wooohooo, amazon lowering mp3 prices. Fuck you iTunes "
1,iâ€™m and i really got nothing to live for
0,@cookrn woohoo!  yeah that day i was rockin it hard core  
0,@JourneyJuju That's a clear signal urging you to stay! You of all people should get that. 
1,"somehow thought i was climbing over i canâ€™t feel me now
iâ€™m getting deeper and my cries are drowning out"
0,@coliwilso 
0,@richardpbacon we were making electromagnets  I doubt she'd remember- tis not very show biz
0,@rachrouch thought it would feel much better 
0,"I'm going so good without myspace, msn and stuff "
0,@disciplex 
1,"i love what the both of you have to offer
in fact i love it so much i dont love anything else
but what love got to do with it when i dont love myself
to the point i should hate everything i do love
should i hate living my life inside the club"
1, anjshsqnwks iâ€™m killing myself with these tweets 
0,"Party - Demi Lovato - i really could use a party now, guys how bout end of term party "
0,thinking of ideas and inspiration for raspberry soda photoshoot  while playing grand theft auto of corse
0,"Getting ready for BED. A Super long day ahead. Tax, Finance, Micro, FINALS! Ugh, how am I gonna survive! but hey, 4 months with my baby ? "
0,Mackie Manhattan is in the building 
0,good night swetdreamss to everyonee   and jared never chat in kyte puff 
0,is scanning piktchas from races maann 
0,@theblackwreath : Very cool! 
0,@sian_the_mouse yessssssssssss !!!  I can't wait to get it zomg.
